Ticker,Description,Currency,Sector,Industry Group,Industry,Sub_Industry
8411 JP Equity,Mizuho Financial Group Inc,JPY,Financials,Banking,Diversified Banks,#N/A N/A
AIR FP Equity,Airbus SE,EUR,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft
TMO US Equity,Thermo Fisher Scientific Inc,USD,Health Care,Medical Equipment & Devices,Life Science Equipment,Analytical Lab Equipment
TLS AU Equity,Telstra Corp Ltd,AUD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
TGT US Equity,Target Corp,USD,Consumer Staples,Retail - Consumer Staples,Mass Merchants,SuperCenters
IMT LN Equity,Imperial Brands PLC,GBp,Consumer Staples,Consumer Products,Tobacco,Tobacco Products
GM US Equity,General Motors Co,USD,Consumer Discretionary,Automotive,Automobiles,#N/A N/A
TJX US Equity,TJX Cos Inc/The,USD,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,Off-Price Apparel
NDA SS Equity,Nordea Bank AB,SEK,Financials,Banking,Diversified Banks,#N/A N/A
ALBK ID Equity,Allied Irish Banks PLC,EUR,Financials,Banking,Banks,#N/A N/A
DUK US Equity,Duke Energy Corp,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
600000 CH Equity,Shanghai Pudong Development Ba,CNY,Financials,Banking,Banks,Corporate Banking
1088 HK Equity,China Shenhua Energy Co Ltd,HKD,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
EMC US Equity,EMC Corp,USD,Technology,Hardware,Computer Hardware & Storage,Computer Storage
PNC US Equity,PNC Financial Services Group I,USD,Financials,Banking,Banks,#N/A N/A
CRM US Equity,salesforce.com Inc,USD,Technology,Software,Application Software,Enterprise Software
MCK US Equity,McKesson Corp,USD,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
GD US Equity,General Dynamics Corp,USD,Industrials,Aerospace & Defense,Defense Primes,#N/A N/A
STL NO Equity,Statoil ASA,NOK,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
HEIA NA Equity,Heineken NV,EUR,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
601166 CH Equity,Industrial Bank Co Ltd,CNY,Financials,Banking,Banks,#N/A N/A
NEE US Equity,NextEra Energy Inc,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
CNR CN Equity,Canadian National Railway Co,CAD,Industrials,Transportation & Logistics,Rail Freight,Total Commodity - Rail
CAT US Equity,Caterpillar Inc,USD,Industrials,Machinery,Construction & Mining Machinery,#N/A N/A
BK US Equity,Bank of New York Mellon Corp/T,USD,Financials,Institutional Financial Svcs,"Instl Trust, Fiduciary & Custody",#N/A N/A
DD US Equity,EI du Pont de Nemours & Co,USD,Materials,Chemicals,Specialty Chemicals,#N/A N/A
CON GR Equity,Continental AG,EUR,Consumer Discretionary,Automotive,Auto Parts,#N/A N/A
SHP LN Equity,Shire PLC,GBp,Health Care,Biotech & Pharma,Specialty Pharma,Comml Profitable Spec Pharm
CSGN VX Equity,Credit Suisse Group AG,CHF,Financials,Institutional Financial Svcs,Institutional Brokerage,#N/A N/A
ABBN VX Equity,ABB Ltd,CHF,Industrials,Electrical Equipment,Electrical Power Equipment,Power Trans & Distr Equip
ENEL IM Equity,Enel SpA,EUR,Utilities,Utilities,Integrated Utilities,#N/A N/A
PSX US Equity,Phillips 66,USD,Energy,"Oil, Gas & Coal",Refining & Marketing,Petroleum Marketing
FDX US Equity,FedEx Corp,USD,Industrials,Transportation & Logistics,Courier Services,#N/A N/A
MON US Equity,Monsanto Co,USD,Materials,Chemicals,Agricultural Chemicals,Seeds & Agriculture Biotech
RIL IN Equity,Reliance Industries Ltd,INR,Energy,"Oil, Gas & Coal",Refining & Marketing,Petroleum Refining
ST SP Equity,Singapore Telecommunications L,SGD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
728 HK Equity,China Telecom Corp Ltd,HKD,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
EOG US Equity,EOG Resources Inc,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
CFR VX Equity,Cie Financiere Richemont SA,CHF,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Watch & Jewelry Design
HEN3 GR Equity,Henkel AG & Co KGaA,EUR,Consumer Staples,Consumer Products,Household Products,Home Products
ENGI FP Equity,Engie SA,EUR,Utilities,Utilities,Power Generation,#N/A N/A
7201 JP Equity,Nissan Motor Co Ltd,JPY,Consumer Discretionary,Automotive,Automobiles,#N/A N/A
2317 TT Equity,Hon Hai Precision Industry Co,TWD,Technology,"Design, Mfg & Distribution",EMS/ODM,#N/A N/A
IBE SM Equity,Iberdrola SA,EUR,Utilities,Utilities,Power Generation,#N/A N/A
ORA FP Equity,Orange SA,EUR,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
PYPL US Equity,PayPal Holdings Inc,USD,Financials,Specialty Finance,Consumer Finance,Credit & Debit
COF US Equity,Capital One Financial Corp,USD,Financials,Specialty Finance,Consumer Finance,Credit & Debit
WALMEX* MM Equity,Wal-Mart de Mexico SAB de CV,MXN,Consumer Staples,Retail - Consumer Staples,Mass Merchants,#N/A N/A
ITUB4 BZ Equity,Itau Unibanco Holding SA,BRL,Financials,Banking,Diversified Banks,#N/A N/A
9983 JP Equity,Fast Retailing Co Ltd,JPY,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,Family Clothing Stores
ZURN VX Equity,Zurich Insurance Group AG,CHF,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
MRK GR Equity,Merck KGaA,EUR,Health Care,Biotech & Pharma,Biotech,Mature Biotechnology
AI FP Equity,Air Liquide SA,EUR,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals
AET US Equity,Aetna Inc,USD,Health Care,Health Care Facilities & Svcs,Managed Care,#N/A N/A
CCL LN Equity,Carnival PLC,GBp,Consumer Discretionary,"Gaming, Lodging & Restaurants",Cruise Lines,#N/A N/A
NFLX US Equity,Netflix Inc,USD,Communications,Media,Internet Media,#N/A N/A
7751 JP Equity,Canon Inc,JPY,Technology,Hardware,Office Electronics,#N/A N/A
CCL US Equity,Carnival Corp,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Cruise Lines,#N/A N/A
D US Equity,Dominion Resources Inc/VA,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
DBK GR Equity,Deutsche Bank AG,EUR,Financials,Banking,Diversified Banks,#N/A N/A
600519 CH Equity,Kweichow Moutai Co Ltd,CNY,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
6902 JP Equity,Denso Corp,JPY,Consumer Discretionary,Automotive,Auto Parts,#N/A N/A
998 HK Equity,China CITIC Bank Corp Ltd,HKD,Financials,Banking,Banks,Corporate Banking
SCHW US Equity,Charles Schwab Corp/The,USD,Financials,Asset Management,Wealth Management,Retail Securities Brokerage
BX US Equity,Blackstone Group LP/The,USD,Financials,Asset Management,Private Equity,#N/A N/A
NSU GR Equity,AUDI AG,EUR,Consumer Discretionary,Automotive,Automobiles,Passenger Vehicles
ASML NA Equity,ASML Holding NV,EUR,Technology,Semiconductors,Semiconductor Mfg,Front End Capital Equipment
BN FP Equity,Danone SA,EUR,Consumer Staples,Consumer Products,Packaged Food,Dairy & Egg Products
FRE GR Equity,Fresenius SE & Co KGaA,EUR,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Specialty Facilities
ADBE US Equity,Adobe Systems Inc,USD,Technology,Software,Application Software,Creative Software
DG FP Equity,Vinci SA,EUR,Industrials,Engineering & Construction Svcs,Non-Residential Bldg Const,#N/A N/A
LBTYA US Equity,Liberty Global PLC,USD,Communications,Media,Cable & Satellite,#N/A N/A
SO US Equity,Southern Co/The,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
HDFCB IN Equity,HDFC Bank Ltd,INR,Financials,Banking,Banks,Retail Banking
ROSN RM Equity,Rosneft Oil Co PJSC,RUB,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
LYB US Equity,LyondellBasell Industries NV,USD,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates
16 HK Equity,Sun Hung Kai Properties Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
UCG IM Equity,UniCredit SpA,EUR,Financials,Banking,Banks,#N/A N/A
ANTM US Equity,Anthem Inc,USD,Health Care,Health Care Facilities & Svcs,Managed Care,#N/A N/A
INFO IN Equity,Infosys Ltd,INR,Technology,Technology Services,IT Services,IT Services - Commercial
GLE FP Equity,Societe Generale SA,EUR,Financials,Banking,Diversified Banks,#N/A N/A
ITC IN Equity,ITC Ltd,INR,Consumer Staples,Consumer Products,Tobacco,Tobacco Products
CTSH US Equity,Cognizant Technology Solutions,USD,Technology,Technology Services,IT Services,IT Services - Commercial
4502 JP Equity,Takeda Pharmaceutical Co Ltd,JPY,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A
KMB US Equity,Kimberly-Clark Corp,USD,Consumer Staples,Consumer Products,Household Products,Personal Care Products
AMT US Equity,American Tower Corp,USD,Financials,Real Estate,REIT,Specialty & Other REIT
QQQ US Equity,PowerShares QQQ Trust Series 1,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RMS FP Equity,Hermes International,EUR,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",#N/A N/A
ALXN US Equity,Alexion Pharmaceuticals Inc,USD,Health Care,Biotech & Pharma,Biotech,Commercial Growth Biotech
DAL US Equity,Delta Air Lines Inc,USD,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
ABF LN Equity,Associated British Foods PLC,GBp,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
LVS US Equity,Las Vegas Sands Corp,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
SYK US Equity,Stryker Corp,USD,Health Care,Medical Equipment & Devices,Medical Devices,Orthopedic Devices
EDF FP Equity,Electricite de France SA,EUR,Utilities,Utilities,Power Generation,Nuclear Power Generation
3382 JP Equity,Seven & i Holdings Co Ltd,JPY,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,#N/A N/A
SU CN Equity,Suncor Energy Inc,CAD,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
SU FP Equity,Schneider Electric SE,EUR,Industrials,Electrical Equipment,Electrical Power Equipment,Power Trans & Distr Equip
KR US Equity,Kroger Co/The,USD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
AVGO US Equity,Broadcom Ltd,USD,Technology,Semiconductors,Semiconductor Devices,"Logic, Processors & App Specific"
VWO US Equity,Vanguard FTSE Emerging Markets,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ADP US Equity,Automatic Data Processing Inc,USD,Technology,Technology Services,Payment & Data Processors,Data & Transact Processing
QNBK QD Equity,Qatar National Bank SAQ,QAR,Financials,Banking,Banks,#N/A N/A
11 HK Equity,Hang Seng Bank Ltd,HKD,Financials,Banking,Banks,Retail Banking
CI US Equity,Cigna Corp,USD,Health Care,Health Care Facilities & Svcs,Managed Care,#N/A N/A
LHN VX Equity,LafargeHolcim Ltd,CHF,Materials,Construction Materials,Cement & Aggregates,Cement
PRU US Equity,Prudential Financial Inc,USD,Financials,Insurance,Life Insurance,#N/A N/A
HCA US Equity,HCA Holdings Inc,USD,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Hospitals
PSA US Equity,Public Storage,USD,Financials,Real Estate,REIT,Self-storage REIT
MAERSKB DC Equity,AP Moller - Maersk A/S,DKK,Industrials,Transportation & Logistics,Marine Shipping,Container Shipping
YUM US Equity,Yum! Brands Inc,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
VOO US Equity,Vanguard S&P 500 ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
REN NA Equity,RELX NV,EUR,Technology,Technology Services,Information Services,Non-Financial Info Services
REL LN Equity,RELX PLC,GBp,Technology,Technology Services,Information Services,Non-Financial Info Services
BCE CN Equity,BCE Inc,CAD,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
ETISALAT UH Equity,Emirates Telecommunications Gr,AED,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
VMW US Equity,VMware Inc,USD,Technology,Software,Infrastructure Software,#N/A N/A
JD US Equity,JD.com Inc,USD,Consumer Discretionary,Retail - Discretionary,E-Commerce Discretionary,Electronic Shopping
BMO CN Equity,Bank of Montreal,CAD,Financials,Banking,Diversified Banks,#N/A N/A
9020 JP Equity,East Japan Railway Co,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,Railway Services
GIS US Equity,General Mills Inc,USD,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
ACA FP Equity,Credit Agricole SA,EUR,Financials,Banking,Diversified Banks,#N/A N/A
2388 HK Equity,BOC Hong Kong Holdings Ltd,HKD,Financials,Banking,Banks,#N/A N/A
601601 CH Equity,China Pacific Insurance Group,CNY,Financials,Insurance,Life Insurance,Life Insurance Premiums
CDI FP Equity,Christian Dior SE,EUR,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Bags & Leather Goods Design
TSLA US Equity,Tesla Inc,USD,Consumer Discretionary,Automotive,Automobiles,#N/A N/A
JM SP Equity,Jardine Matheson Holdings Ltd,USD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Car Dealers
ENB CN Equity,Enbridge Inc,CAD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
9022 JP Equity,Central Japan Railway Co,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,Railway Services
APC US Equity,Anadarko Petroleum Corp,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
DPW GR Equity,Deutsche Post AG,EUR,Industrials,Transportation & Logistics,Logistics Services,#N/A N/A
6758 JP Equity,Sony Corp,JPY,Technology,Hardware,Consumer Electronics,#N/A N/A
6954 JP Equity,FANUC Corp,JPY,Industrials,Machinery,Factory Automation Equipment,#N/A N/A
VRTX US Equity,Vertex Pharmaceuticals Inc,USD,Health Care,Biotech & Pharma,Biotech,Early Commercial Biotech
ACE US Equity,Chubb Ltd,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
VIV FP Equity,Vivendi SA,EUR,Communications,Media,Entertainment Content,#N/A N/A
STC AB Equity,Saudi Telecom Co,SAR,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
DANSKE DC Equity,Danske Bank A/S,DKK,Financials,Banking,Banks,#N/A N/A
LUX IM Equity,Luxottica Group SpA,EUR,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Optical Goods Stores
TMUS US Equity,T-Mobile US Inc,USD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
COAL IN Equity,Coal India Ltd,INR,Energy,"Oil, Gas & Coal",Coal Operations,#N/A N/A
BRCM US Equity,Broadcom Corp,USD,Technology,Semiconductors,Semiconductor Devices,"Logic, Processors & App Specific"
ERICB SS Equity,Telefonaktiebolaget LM Ericsso,SEK,Technology,Hardware,Communications Equipment,Data Networking Equipment
SREN VX Equity,Swiss Re AG,CHF,Financials,Insurance,Reinsurance,#N/A N/A
762 HK Equity,China Unicom Hong Kong Ltd,HKD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
RTN US Equity,Raytheon Co,USD,Industrials,Aerospace & Defense,Defense Primes,#N/A N/A
511990 CH Equity,Fortune SG Tianyi Money Market,CNY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ECL US Equity,Ecolab Inc,USD,Consumer Discretionary,Commercial Services,Other Commercial Services,Misc. Commercial Services
SYNN VX Equity,Syngenta AG,CHF,Materials,Chemicals,Agricultural Chemicals,Crop Chemicals
CME US Equity,CME Group Inc,USD,Financials,Institutional Financial Svcs,Security & Cmdty Exchanges,#N/A N/A
LKOH RM Equity,LUKOIL PJSC,RUB,Energy,"Oil, Gas & Coal",Integrated Oils,#N/A N/A
WMB US Equity,Williams Cos Inc/The,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
SAF FP Equity,Safran SA,EUR,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
PCP US Equity,Precision Castparts Corp,USD,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
WES AU Equity,Wesfarmers Ltd,AUD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
HAL US Equity,Halliburton Co,USD,Energy,"Oil, Gas & Coal",Oil & Gas Services & Equip,Oilfield Services & Equipment
NOC US Equity,Northrop Grumman Corp,USD,Industrials,Aerospace & Defense,Defense Primes,#N/A N/A
DBS SP Equity,DBS Group Holdings Ltd,SGD,Financials,Banking,Banks,Corporate Banking
EBAY US Equity,eBay Inc,USD,Consumer Discretionary,Retail - Discretionary,E-Commerce Discretionary,Electronic Auctions
BBDC4 BZ Equity,Banco Bradesco SA,BRL,Financials,Banking,Banks,#N/A N/A
TRI CN Equity,Thomson Reuters Corp,CAD,Technology,Technology Services,Information Services,#N/A N/A
6981 JP Equity,Murata Manufacturing Co Ltd,JPY,Industrials,Electrical Equipment,Electrical Components,#N/A N/A
LIN GR Equity,Linde AG,EUR,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals
MUV2 GR Equity,Muenchener Rueckversicherungs-,EUR,Financials,Insurance,Reinsurance,#N/A N/A
SUNP IN Equity,Sun Pharmaceutical Industries,INR,Health Care,Biotech & Pharma,Generic Pharma,#N/A N/A
601989 CH Equity,China Shipbuilding Industry Co,CNY,Industrials,Transportation Equipment,Shipbuilding,Shipbuilding & Repair
TRV US Equity,Travelers Cos Inc/The,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
4503 JP Equity,Astellas Pharma Inc,JPY,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A
JS SP Equity,Jardine Strategic Holdings Ltd,USD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
VLO US Equity,Valero Energy Corp,USD,Energy,"Oil, Gas & Coal",Refining & Marketing,Petroleum Refining
600104 CH Equity,SAIC Motor Corp Ltd,CNY,Consumer Discretionary,Automotive,Automobiles,#N/A N/A
ATCOA SS Equity,Atlas Copco AB,SEK,Industrials,Machinery,Construction & Mining Machinery,#N/A N/A
ITW US Equity,Illinois Tool Works Inc,USD,Industrials,Machinery,Industrial Machinery,#N/A N/A
MFC CN Equity,Manulife Financial Corp,CAD,Financials,Insurance,Life Insurance,#N/A N/A
BAM/A CN Equity,Brookfield Asset Management In,CAD,Financials,Real Estate,Real Estate Owners & Developers,Office Owners & Developers
VFC US Equity,VF Corp,USD,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Apparel Design
PX US Equity,Praxair Inc,USD,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals
EMR US Equity,Emerson Electric Co,USD,Industrials,Electrical Equipment,Industrial Automation Controls,Manufacturing Auto Controls
CSL AU Equity,CSL Ltd,AUD,Health Care,Biotech & Pharma,Biotech,Mature Biotechnology
TEL NO Equity,Telenor ASA,NOK,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
ONGC IN Equity,Oil & Natural Gas Corp Ltd,INR,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
1113 HK Equity,Cheung Kong Property Holdings,HKD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
ILMN US Equity,Illumina Inc,USD,Health Care,Medical Equipment & Devices,Life Science Equipment,Analytical Lab Equipment
FEMSAUBD MM Equity,Fomento Economico Mexicano SAB,MXN,Consumer Staples,Consumer Products,Beverages,Non-Alcoholic Beverages
1186 HK Equity,China Railway Construction Cor,HKD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
NCB AB Equity,National Commercial Bank,SAR,Financials,Banking,Banks,#N/A N/A
1800 HK Equity,China Communications Construct,HKD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
APD US Equity,Air Products & Chemicals Inc,USD,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals
2328 HK Equity,PICC Property & Casualty Co Lt,HKD,Financials,Insurance,P&C Insurance,#N/A N/A
STT US Equity,State Street Corp,USD,Financials,Institutional Financial Svcs,"Instl Trust, Fiduciary & Custody",#N/A N/A
8802 JP Equity,Mitsubishi Estate Co Ltd,JPY,Financials,Real Estate,Real Estate Owners & Developers,Office Owners & Developers
688 HK Equity,China Overseas Land & Investme,HKD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
601668 CH Equity,China State Construction Engin,CNY,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
AV/ LN Equity,Aviva PLC,GBp,Financials,Insurance,Life Insurance,#N/A N/A
005380 KS Equity,Hyundai Motor Co,KRW,Consumer Discretionary,Automotive,Automobiles,#N/A N/A
8766 JP Equity,Tokio Marine Holdings Inc,JPY,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
G IM Equity,Assicurazioni Generali SpA,EUR,Financials,Insurance,Life Insurance,Life Insurance Premiums
